neuron,formula,iou,weight_entailment,weight_neutral,weight_contradiction
1996,(hypothesis:asleep OR hypothesis:couch OR hypothesis:eating OR hypothesis:sleeping OR hypothesis:swimming),0.1404358297586441,0.0009002685546875,0.015869140625,-0.0006103515625
1798,(hypothesis:asleep OR hypothesis:eating OR hypothesis:laying OR hypothesis:nap OR hypothesis:sleeping),0.13986928761005402,-0.0322265625,-0.041748046875,-0.0089111328125
1212,(hypothesis:outdoors OR hypothesis:outside OR premise:cup OR premise:seen OR premise:vehicle),0.13924050331115723,0.01470947265625,-0.009765625,0.0020599365234375
790,((NOT hypothesis:playing) AND (hypothesis:outdoors OR hypothesis:outside OR premise:blue OR premise:pants)),0.1387249082326889,-0.01019287109375,0.0177001953125,0.0057373046875
550,(hypothesis:couch OR (hypothesis:eating AND (NOT premise:sitting)) OR (hypothesis:sitting AND (NOT premise:sitting)) OR (hypothesis:sleeping AND (NOT premise:sitting))),0.13847899436950684,-0.0024261474609375,-0.00579833984375,0.014404296875
1269,(hypothesis:asleep OR hypothesis:eating OR hypothesis:sits OR hypothesis:sleeping OR hypothesis:swimming),0.13824884593486786,-0.01312255859375,0.007720947265625,-0.0147705078125
870,(hypothesis:asleep OR hypothesis:laying OR hypothesis:nap OR hypothesis:sleeping OR hypothesis:tv),0.13803230226039886,-0.014892578125,-0.0079345703125,-0.005035400390625
578,(premise:blue OR premise:glasses OR premise:gray OR premise:raised OR premise:t),0.13797549903392792,0.001861572265625,0.01300048828125,0.0191650390625
1192,(hypothesis:light OR premise:blond OR premise:right OR premise:shirt OR premise:younger),0.13753056526184082,-0.03662109375,0.00531005859375,0.01007080078125
1136,(hypothesis:black OR hypothesis:eating OR hypothesis:old OR hypothesis:sleeping OR hypothesis:wearing),0.1373855173587799,-0.015869140625,-0.041015625,-0.0245361328125
1360,(hypothesis:bed OR hypothesis:eating OR hypothesis:sits OR hypothesis:sleeping OR hypothesis:sleeps),0.1371571123600006,-0.02685546875,-0.01544189453125,-0.040283203125
1113,((NOT premise:sitting) AND (hypothesis:asleep OR hypothesis:eating OR hypothesis:sitting OR hypothesis:sleeping)),0.1367713063955307,-0.01214599609375,-0.0133056640625,-0.0166015625
1461,(hypothesis:asleep OR (hypothesis:sitting AND (NOT premise:sitting)) OR (hypothesis:sleeping AND (NOT premise:sitting)) OR (hypothesis:swimming AND (NOT premise:sitting))),0.13662457466125488,0.033935546875,0.0225830078125,0.007232666015625
1883,(hypothesis:nap OR (hypothesis:sitting AND (NOT premise:sitting)) OR (hypothesis:sleeping AND (NOT premise:sitting))),0.13642214238643646,-0.031005859375,0.000156402587890625,-0.016357421875
199,(hypothesis:green OR hypothesis:male OR hypothesis:wearing OR premise:hair OR premise:shirt),0.13621622323989868,-0.0164794921875,-0.0036468505859375,0.0031890869140625
490,((NOT premise:blue) AND (hypothesis:local OR premise:families OR premise:people) AND (hypothesis:local OR premise:families OR (NOT premise:man))),0.1360594779253006,0.002655029296875,-0.0205078125,-0.0024566650390625
1522,(hypothesis:sleeping OR hypothesis:sleeps OR hypothesis:wearing OR premise:carries OR premise:hair),0.13489209115505219,5.91278076171875e-05,0.01220703125,-0.0186767578125
371,((NOT premise:sitting) AND (hypothesis:people OR hypothesis:runners OR premise:couple) AND (hypothesis:runners OR premise:couple OR (NOT premise:man))),0.13479623198509216,-0.003265380859375,0.017578125,-0.00958251953125
1971,(hypothesis:asleep OR hypothesis:couch OR hypothesis:sits OR hypothesis:sleeping OR premise:shoes),0.13477088510990143,-0.03564453125,-0.00726318359375,-0.018310546875
1955,(premise:jersey OR (premise:blue AND (NOT hypothesis:woman)) OR (premise:pants AND (NOT hypothesis:woman))),0.13473519682884216,-0.026123046875,-0.00970458984375,-0.01385498046875
1370,(premise:vest OR (hypothesis:wearing AND (NOT hypothesis:people)) OR (hypothesis:white AND (NOT hypothesis:people)) OR (premise:shirt AND (NOT hypothesis:people))),0.13458162546157837,0.005126953125,-0.020263671875,0.00164031982421875
1852,(hypothesis:dressed OR hypothesis:holding OR hypothesis:holds OR hypothesis:wearing OR premise:shirt),0.13443145155906677,0.006195068359375,0.00909423828125,-0.01123046875
1718,(hypothesis:blue OR hypothesis:tall OR hypothesis:wearing OR premise:jacket OR premise:passing),0.134314626455307,0.00848388671875,-0.036376953125,-0.008544921875
545,(premise:beautiful OR (hypothesis:wearing AND (NOT hypothesis:people)) OR (premise:hair AND (NOT hypothesis:people)) OR (premise:shirt AND (NOT hypothesis:people))),0.13329486548900604,0.036865234375,-0.00151824951171875,0.0244140625
888,(hypothesis:asleep OR hypothesis:couch OR hypothesis:eating OR hypothesis:sleeping OR hypothesis:swimming),0.1332533061504364,-0.0108642578125,0.0007171630859375,0.0108642578125
525,(hypothesis:green OR hypothesis:shirt OR hypothesis:wearing OR premise:appears OR premise:wheeled),0.13319459557533264,0.0029144287109375,-0.001800537109375,0.020751953125
1769,(premise:dock OR (hypothesis:humans AND (NOT premise:blue)) OR (hypothesis:people AND (NOT premise:blue)) OR (premise:runners AND (NOT premise:blue))),0.13231198489665985,0.0164794921875,-0.01202392578125,-0.00592041015625
1778,((NOT hypothesis:playing) AND (hypothesis:indoors OR hypothesis:outdoors OR hypothesis:outside OR premise:wheeled)),0.13166485726833344,-0.0009765625,0.00457763671875,0.016845703125
163,(premise:appears OR premise:blue OR premise:haired OR premise:pants OR premise:pink),0.13164250552654266,-0.00244140625,-0.0024871826171875,-0.01336669921875
1160,((NOT hypothesis:playing) AND (premise:blue OR premise:jacket OR premise:necklace OR premise:shirt)),0.13089267909526825,-0.009765625,-0.025390625,0.0361328125
764,(hypothesis:wearing OR hypothesis:white OR hypothesis:years OR premise:eyes OR premise:hat),0.130849227309227,0.004974365234375,-0.0107421875,-0.01507568359375
1818,(hypothesis:dressed OR premise:blue OR premise:dark OR premise:glasses OR premise:wearing),0.13004882633686066,-0.0093994140625,0.000392913818359375,0.036376953125
1685,(hypothesis:asleep OR hypothesis:eating OR hypothesis:running OR hypothesis:sleeping OR hypothesis:swimming),0.12978723645210266,-0.006134033203125,-0.0277099609375,-0.006744384765625
747,(hypothesis:bed OR hypothesis:dog OR hypothesis:eating OR hypothesis:laying OR hypothesis:sleeping),0.1297348439693451,-0.00677490234375,-0.026123046875,-0.0093994140625
1972,((NOT premise:sitting) AND (hypothesis:sits OR hypothesis:sitting OR hypothesis:sleeping OR hypothesis:swimming)),0.1294642835855484,-0.0118408203125,0.0002994537353515625,-0.01214599609375
1658,(premise:hockey OR (hypothesis:people AND (NOT premise:crowd) AND (NOT premise:man) AND (NOT premise:woman))),0.12913639843463898,-0.00933837890625,0.055908203125,0.0023956298828125
739,(hypothesis:asleep OR hypothesis:beach OR hypothesis:eating OR hypothesis:sleeping OR hypothesis:swimming),0.12877939641475677,0.0052490234375,-0.004302978515625,-0.01806640625
757,(hypothesis:asleep OR hypothesis:cat OR hypothesis:driving OR hypothesis:nap OR hypothesis:sleeping),0.12876711785793304,0.01263427734375,0.02294921875,-0.01519775390625
1544,(hypothesis:laying OR hypothesis:reading OR hypothesis:sits OR hypothesis:sitting OR hypothesis:sleeping),0.128742516040802,-0.004241943359375,0.03466796875,0.015869140625
584,(hypothesis:outdoors OR (hypothesis:outside AND (NOT premise:man)) OR (hypothesis:people AND (NOT premise:man))),0.1282539665699005,-0.009765625,-0.0128173828125,0.0234375
785,(hypothesis:dark OR hypothesis:lady OR hypothesis:phone OR hypothesis:wearing OR premise:microscope),0.12804877758026123,-0.0279541015625,-0.002899169921875,-0.0299072265625
153,((NOT hypothesis:playing) AND (hypothesis:indoors OR hypothesis:outdoors OR hypothesis:outside OR premise:band)),0.12788259983062744,0.0089111328125,0.00128936767578125,-0.0012359619140625
1165,(hypothesis:indoors OR hypothesis:outdoors OR hypothesis:outside OR hypothesis:present OR premise:room),0.12784090638160706,-0.01275634765625,0.033447265625,0.007598876953125
280,(hypothesis:eating OR hypothesis:laying OR hypothesis:sits OR hypothesis:sitting OR hypothesis:sleeping),0.12744185328483582,0.0108642578125,-0.01043701171875,0.0004329681396484375
1494,(hypothesis:asleep OR hypothesis:eating OR hypothesis:nap OR hypothesis:sleeping OR hypothesis:swimming),0.12727272510528564,-0.0201416015625,0.01251220703125,0.00157928466796875
1791,(hypothesis:outdoors OR hypothesis:outside OR premise:boxing OR premise:boys OR premise:slide),0.12693798542022705,0.0091552734375,-0.0281982421875,0.00141143798828125
1098,(hypothesis:couch OR hypothesis:eating OR hypothesis:pool OR hypothesis:sits OR hypothesis:sleeping),0.12689173221588135,0.00860595703125,-0.0172119140625,0.0034027099609375
1341,(hypothesis:instrument OR hypothesis:shirt OR hypothesis:wearing OR premise:board OR premise:eyes),0.12683437764644623,0.0078125,0.0128173828125,-0.0218505859375
1627,(hypothesis:bench OR hypothesis:cat OR hypothesis:dog OR hypothesis:eating OR hypothesis:eats),0.12657004594802856,0.028076171875,0.0169677734375,0.05419921875
77,(hypothesis:bed OR hypothesis:sits OR hypothesis:sitting OR hypothesis:sleeping OR hypothesis:sleeps),0.12653061747550964,-0.0078125,-0.0284423828125,-0.0201416015625
2039,(hypothesis:asleep OR hypothesis:boat OR hypothesis:car OR hypothesis:sits OR hypothesis:sleeping),0.12627986073493958,0.006256103515625,-0.01068115234375,0.0098876953125
918,(hypothesis:beach OR hypothesis:dogs OR (hypothesis:people AND (NOT hypothesis:group) AND (NOT premise:man))),0.1261451691389084,-0.011962890625,-0.0263671875,-0.008056640625
500,((NOT hypothesis:man) AND (hypothesis:jacket OR hypothesis:mother OR premise:blond OR premise:shirt)),0.12570056319236755,0.01275634765625,-0.009765625,-0.03857421875
1565,(premise:jersey OR (premise:blue AND (NOT hypothesis:woman)) OR (premise:pants AND (NOT hypothesis:woman)) OR (premise:pink AND (NOT hypothesis:woman))),0.1256106048822403,0.0218505859375,0.049560546875,0.040283203125
1335,((NOT premise:blue) AND (NOT premise:shirt) AND (NOT premise:women) AND (hypothesis:outdoors OR hypothesis:people)),0.12544803321361542,0.029541015625,-0.0135498046875,-0.005767822265625
1084,(hypothesis:like OR hypothesis:shirt OR hypothesis:wearing OR premise:orange OR premise:pink),0.12540453672409058,-0.045166015625,-0.0089111328125,-0.002960205078125
933,((NOT hypothesis:woman) AND (premise:basket OR premise:coat OR premise:shirt OR premise:vest)),0.12491373717784882,0.01300048828125,0.00811767578125,0.01287841796875
660,((NOT premise:sitting) AND (hypothesis:sits OR hypothesis:sitting OR hypothesis:sleeping OR hypothesis:wearing)),0.1248868778347969,-0.0050048828125,-0.0306396484375,-0.00543212890625
1450,(premise:pose OR (hypothesis:humans AND (NOT premise:shirt)) OR (hypothesis:people AND (NOT premise:shirt)) OR (premise:team AND (NOT premise:shirt))),0.12466666847467422,0.02490234375,-0.00201416015625,-0.010498046875
1762,(hypothesis:asleep OR hypothesis:eating OR hypothesis:laying OR hypothesis:sitting OR hypothesis:sleeping),0.12440645694732666,0.034912109375,0.00043487548828125,-0.00860595703125
477,(hypothesis:asleep OR hypothesis:eating OR hypothesis:nap OR hypothesis:sleeping OR hypothesis:swimming),0.12437185645103455,-0.017578125,-0.0223388671875,-0.021728515625
407,(hypothesis:beach OR hypothesis:outdoors OR hypothesis:outside OR hypothesis:present OR premise:couple),0.12418300658464432,0.0341796875,-0.00057220458984375,-0.018798828125
593,(hypothesis:black OR hypothesis:blue OR hypothesis:shirt OR hypothesis:wearing OR hypothesis:wears),0.12394366413354874,-0.0218505859375,-0.029541015625,-0.0047607421875
498,(hypothesis:near OR hypothesis:white OR premise:blond OR premise:look OR premise:shirt),0.12392241507768631,0.0030517578125,0.00799560546875,-0.0296630859375
478,(hypothesis:asleep OR hypothesis:eating OR hypothesis:sitting OR hypothesis:sleeping OR hypothesis:swimming),0.12375790625810623,-0.031982421875,-0.00946044921875,-0.0142822265625
385,(hypothesis:eating OR hypothesis:eats OR hypothesis:laying OR hypothesis:sitting OR hypothesis:sleeping),0.12342079728841782,-0.006866455078125,-0.007659912109375,-0.0120849609375
1890,(hypothesis:dressed OR hypothesis:light OR premise:blue OR premise:look OR premise:shirt),0.12341026961803436,0.013671875,-0.033447265625,-0.008056640625
1606,(hypothesis:game OR (hypothesis:people AND (NOT premise:men) AND (NOT premise:shirt) AND (NOT premise:wearing))),0.12328767031431198,0.00872802734375,-0.00958251953125,0.003814697265625
468,(premise:raised OR (premise:blue AND (NOT hypothesis:dog)) OR (premise:gray AND (NOT hypothesis:dog)) OR (premise:white AND (NOT hypothesis:dog))),0.1232665628194809,0.0169677734375,0.0252685546875,0.0223388671875
590,(hypothesis:shirt OR premise:background OR premise:pink OR premise:suit OR premise:wearing),0.12319201976060867,0.0263671875,0.0172119140625,0.0029144287109375
117,(premise:examining OR (hypothesis:people AND (NOT hypothesis:group) AND (NOT premise:blue)) OR (premise:people AND (NOT hypothesis:group) AND (NOT premise:blue))),0.1231796145439148,0.039306640625,0.001861572265625,0.00750732421875
1460,(hypothesis:asleep OR hypothesis:couch OR hypothesis:sleeping OR hypothesis:swimming OR premise:blowing),0.12315930426120758,-0.0123291015625,0.007415771484375,0.00799560546875
597,(hypothesis:watches OR premise:hat OR premise:male OR premise:reads OR premise:shirt),0.1230248287320137,-0.04248046875,0.00543212890625,-0.01287841796875
636,(hypothesis:humans OR (hypothesis:instrument AND (NOT premise:blue)) OR (hypothesis:people AND (NOT premise:blue)) OR (premise:fish AND (NOT premise:blue))),0.12285517901182175,0.0064697265625,0.00244140625,0.0054931640625
962,(premise:blue OR premise:male OR premise:says OR premise:shirt OR premise:uniform),0.12279069423675537,0.0284423828125,0.06884765625,0.10302734375
84,(premise:background OR premise:blue OR premise:gray OR premise:pink OR premise:wooden),0.1221669465303421,-0.03173828125,0.0274658203125,-0.01263427734375
1970,(hypothesis:couch OR hypothesis:old OR hypothesis:small OR premise:blue OR premise:dark),0.12210796773433685,-0.0174560546875,-0.00119781494140625,-0.0130615234375
1781,(hypothesis:green OR hypothesis:shirt OR hypothesis:wearing OR premise:little OR premise:smiling),0.12210200726985931,-0.00927734375,0.01556396484375,-0.0247802734375
172,(hypothesis:bed OR hypothesis:flying OR hypothesis:ice OR hypothesis:sleeping OR hypothesis:swimming),0.12201591581106186,-0.016845703125,-0.009033203125,-0.015625
921,(premise:haired OR premise:item OR premise:nearby OR premise:seated OR premise:shirt),0.12170639634132385,-0.0289306640625,-0.0179443359375,-0.0019073486328125
1468,(premise:blond OR (hypothesis:outside AND (NOT hypothesis:boy)) OR (hypothesis:wearing AND (NOT hypothesis:boy)) OR (premise:shirt AND (NOT hypothesis:boy))),0.12169575691223145,-0.01092529296875,0.0216064453125,-0.033447265625
1117,(hypothesis:asleep OR hypothesis:sleeping OR hypothesis:sleeps OR hypothesis:swimming OR premise:gymnasium),0.1213793084025383,-0.015869140625,0.00099945068359375,-0.0022125244140625
141,(hypothesis:young OR premise:blue OR premise:jeans OR premise:pink OR premise:suit),0.12116136401891708,-0.0062255859375,-0.0211181640625,-0.00119781494140625
307,(hypothesis:couch OR hypothesis:eating OR hypothesis:sleeping OR hypothesis:sleeps OR hypothesis:swimming),0.12113720923662186,-0.01177978515625,-0.0208740234375,0.005767822265625
504,(hypothesis:couch OR (hypothesis:sitting AND (NOT premise:sitting)) OR (hypothesis:sleeping AND (NOT premise:sitting)) OR (hypothesis:swimming AND (NOT premise:sitting))),0.1208285391330719,-0.01531982421875,0.0016937255859375,0.04296875
1008,(hypothesis:asleep OR hypothesis:cat OR hypothesis:eating OR hypothesis:sitting OR hypothesis:sleeping),0.12011173367500305,0.0169677734375,0.019287109375,0.017333984375
113,(premise:appears OR premise:blue OR premise:jeans OR premise:pants OR premise:pink),0.12007168680429459,-0.003326416015625,0.0079345703125,0.01275634765625
1025,((NOT hypothesis:woman) AND (hypothesis:male OR premise:blue OR premise:pants OR premise:pink)),0.11999999731779099,0.02392578125,-0.022705078125,0.029541015625
1157,((NOT hypothesis:people) AND (hypothesis:black OR premise:blue OR premise:pants OR premise:shirt)),0.11996161192655563,0.0032196044921875,0.0108642578125,-0.025146484375
658,(hypothesis:wearing OR premise:cap OR premise:catcher OR premise:helmet OR premise:theater),0.1197916641831398,-0.00921630859375,0.0084228515625,-0.0157470703125
1066,(hypothesis:brown OR hypothesis:pink OR premise:blue OR premise:male OR premise:shirt),0.11973497271537781,0.0269775390625,-0.0201416015625,-0.00537109375
1726,(hypothesis:asleep OR (hypothesis:people AND (NOT premise:man) AND (NOT premise:men)) OR (premise:couple AND (NOT premise:man) AND (NOT premise:men))),0.11954887211322784,0.01483154296875,-0.0091552734375,0.012451171875
31,(hypothesis:chair OR hypothesis:male OR premise:blue OR premise:gray OR premise:shirt),0.11953912675380707,0.00946044921875,0.0177001953125,0.014404296875
324,(hypothesis:dressed OR premise:colored OR premise:jacket OR premise:raised OR premise:shirt),0.11943662166595459,0.01806640625,0.00762939453125,0.058837890625
1550,(hypothesis:animal OR (hypothesis:people AND (NOT hypothesis:walking) AND (NOT premise:blue)) OR (premise:background AND (NOT hypothesis:walking) AND (NOT premise:blue))),0.11943189054727554,-0.053955078125,-0.0267333984375,0.01409912109375
108,(premise:beautiful OR (premise:blue AND (NOT hypothesis:woman)) OR (premise:costume AND (NOT hypothesis:woman)) OR (premise:shirt AND (NOT hypothesis:woman))),0.11939492076635361,0.016845703125,-0.038818359375,0.015869140625
481,(hypothesis:green OR (hypothesis:person AND (NOT premise:person)) OR (hypothesis:wearing AND (NOT premise:person))),0.11907067149877548,-0.0306396484375,0.025634765625,-0.0067138671875
1711,(premise:appears OR premise:blue OR premise:body OR premise:jacket OR premise:pants),0.1190328598022461,-0.0035247802734375,0.0184326171875,0.032470703125
909,(premise:purple OR (premise:blue AND (NOT hypothesis:dog)) OR (premise:hair AND (NOT hypothesis:dog)) OR (premise:white AND (NOT hypothesis:dog))),0.11874386668205261,-2.1457672119140625e-05,-0.01556396484375,0.0281982421875
1287,(hypothesis:chair OR hypothesis:tall OR premise:desk OR premise:scarf OR premise:shirt),0.11873015761375427,-0.05029296875,-0.0169677734375,0.000125885009765625
1952,(premise:blue OR premise:jacket OR premise:match OR premise:pants OR premise:shirt),0.11870669573545456,0.005462646484375,0.01165771484375,0.018798828125
862,((NOT hypothesis:playing) AND (premise:arms OR premise:blue OR premise:shirt OR premise:suspended)),0.11867007613182068,0.017822265625,0.021240234375,-0.02685546875
1223,(hypothesis:light OR (premise:blue AND (NOT hypothesis:people) AND (NOT hypothesis:woman)) OR (premise:shirt AND (NOT hypothesis:people) AND (NOT hypothesis:woman))),0.11850554496049881,0.01611328125,-0.029296875,-0.00946044921875
565,(hypothesis:light OR hypothesis:present OR premise:blue OR premise:look OR premise:shirt),0.11829502135515213,0.006256103515625,0.010986328125,-0.028564453125
1104,((NOT premise:standing) AND (hypothesis:black OR hypothesis:shirt OR hypothesis:wearing OR premise:hat)),0.11815812438726425,0.006988525390625,0.0146484375,0.041748046875
1697,(hypothesis:bed OR hypothesis:eating OR hypothesis:pool OR hypothesis:sitting OR hypothesis:sleeping),0.11808118224143982,-0.01324462890625,-0.028564453125,0.01611328125
47,(hypothesis:asleep OR hypothesis:flying OR hypothesis:sits OR hypothesis:sleeping OR hypothesis:swimming),0.11779448390007019,0.004486083984375,0.0101318359375,-0.00616455078125
1965,(hypothesis:couch OR premise:blue OR premise:jacket OR premise:pants OR premise:poses),0.1175718829035759,-0.0111083984375,0.0096435546875,0.0301513671875
704,(premise:blue OR premise:costume OR premise:glasses OR premise:male OR premise:pink),0.11746987700462341,-0.0010528564453125,-0.0185546875,0.024169921875
189,(hypothesis:sleeps OR premise:cowboy OR premise:hair OR premise:shirt OR premise:straw),0.11746804416179657,-0.00958251953125,-0.00677490234375,0.034423828125
763,(premise:male OR (premise:blue AND (NOT hypothesis:woman)) OR (premise:costume AND (NOT hypothesis:woman)) OR (premise:shirt AND (NOT hypothesis:woman))),0.11746197938919067,0.0128173828125,-0.0026092529296875,-0.0004329681396484375
1938,(hypothesis:blue OR hypothesis:older OR hypothesis:wearing OR hypothesis:white OR hypothesis:years),0.11717171967029572,-0.0255126953125,-0.001983642578125,-0.01470947265625
1182,(premise:baseball OR premise:blue OR premise:coat OR premise:pink OR premise:white),0.1171586737036705,-0.0006866455078125,-0.0033721923828125,-0.01123046875
940,(hypothesis:late OR (hypothesis:outdoors AND (NOT hypothesis:standing) AND (NOT premise:shirt)) OR (hypothesis:people AND (NOT hypothesis:standing) AND (NOT premise:shirt))),0.11711711436510086,0.012451171875,-0.031494140625,0.037841796875
1150,(premise:appears OR premise:blue OR premise:coat OR premise:costume OR premise:pink),0.11705475300550461,0.01214599609375,0.011962890625,0.001129150390625
1990,(hypothesis:asleep OR hypothesis:moon OR hypothesis:sleeping OR hypothesis:wet OR premise:dogs),0.11693548411130905,0.0106201171875,-0.0390625,-0.034912109375
1301,(hypothesis:sits OR premise:backpack OR premise:dark OR premise:father OR premise:shirt),0.1167268380522728,-0.02685546875,-0.0115966796875,-0.01495361328125
244,((NOT hypothesis:woman) AND (premise:background OR premise:blue OR premise:pink OR premise:stands)),0.11667723208665848,-0.009033203125,0.012451171875,0.0218505859375
1413,(hypothesis:young OR premise:background OR premise:coat OR premise:pink OR premise:shirt),0.11664226651191711,-0.01171875,-0.00433349609375,-0.0023651123046875
1309,(hypothesis:couch OR hypothesis:eating OR hypothesis:sits OR hypothesis:sleeping OR hypothesis:sleeps),0.11662530899047852,0.013916015625,-0.0189208984375,-0.01318359375
1877,((NOT premise:sitting) AND (hypothesis:asleep OR hypothesis:eating OR hypothesis:sitting OR hypothesis:sleeping)),0.11661165952682495,-0.01513671875,0.0177001953125,0.006500244140625
542,(hypothesis:gesturing OR hypothesis:human OR hypothesis:people OR premise:fans OR premise:sign),0.11656051129102707,0.032958984375,-0.0159912109375,0.036376953125
1321,(premise:hat OR premise:leaning OR premise:look OR premise:raised OR premise:shirt),0.11649943888187408,0.0213623046875,0.056884765625,0.01348876953125
1511,(hypothesis:father OR premise:blue OR premise:coat OR premise:male OR premise:yellow),0.11640211939811707,-0.01953125,-0.0125732421875,-0.01544189453125
287,(premise:scenic OR (hypothesis:beach AND (NOT premise:outside)) OR (hypothesis:outdoors AND (NOT premise:outside)) OR (hypothesis:outside AND (NOT premise:outside))),0.11637487262487411,0.01220703125,0.006744384765625,-0.007568359375
1196,((NOT hypothesis:woman) AND (premise:green OR premise:orange OR premise:shirt OR premise:uniform)),0.11636970937252045,-0.016357421875,0.00689697265625,0.00323486328125
1573,(premise:african OR (hypothesis:wearing AND (NOT premise:people)) OR (premise:jacket AND (NOT premise:people)) OR (premise:shirt AND (NOT premise:people))),0.11631753295660019,0.03515625,0.005462646484375,0.0164794921875
1795,(hypothesis:dog OR hypothesis:eating OR hypothesis:sits OR hypothesis:sleeping OR hypothesis:swimming),0.11627907305955887,0.0164794921875,-0.0234375,0.00066375732421875
1359,((NOT premise:blue) AND (hypothesis:people OR premise:family OR premise:station) AND (premise:family OR premise:station OR (NOT premise:man))),0.11622641235589981,-0.01153564453125,0.0072021484375,-0.035400390625
1665,(hypothesis:police OR hypothesis:red OR hypothesis:wearing OR premise:shirt OR premise:vest),0.1160520613193512,-0.014404296875,-0.00151824951171875,0.00592041015625
1390,(hypothesis:dressed OR hypothesis:glasses OR hypothesis:shirt OR premise:blue OR premise:hair),0.11597779393196106,-0.029052734375,-0.0238037109375,0.002197265625
1643,(hypothesis:baseball OR hypothesis:eating OR hypothesis:sleeping OR hypothesis:swimming OR premise:performing),0.1157662644982338,0.005218505859375,0.01507568359375,0.0167236328125
99,(premise:pink OR (hypothesis:person AND (NOT premise:person)) OR (premise:shirt AND (NOT premise:person))),0.11565420776605606,0.01470947265625,0.0012359619140625,-0.000896453857421875
1158,(hypothesis:eating OR (hypothesis:cat AND (NOT premise:mouth)) OR (hypothesis:dog AND (NOT premise:mouth)) OR (premise:dogs AND (NOT premise:mouth))),0.11565303802490234,0.00311279296875,0.0233154296875,0.043701171875
865,((NOT hypothesis:wearing) AND (hypothesis:standing OR premise:background OR premise:look OR premise:shirt)),0.11563169211149216,0.00019741058349609375,0.017333984375,0.0191650390625
1767,(hypothesis:pink OR premise:blue OR premise:gray OR premise:orange OR premise:pants),0.11561382561922073,-0.01129150390625,0.0191650390625,-0.01397705078125
1518,(hypothesis:green OR hypothesis:wearing OR hypothesis:white OR hypothesis:years OR premise:blue),0.11552346497774124,-0.006195068359375,-0.014892578125,-0.038818359375
1722,(hypothesis:old OR hypothesis:tall OR hypothesis:wearing OR premise:book OR premise:microphone),0.1154201328754425,-0.019287109375,-0.0264892578125,0.0050048828125
1569,((NOT hypothesis:person) AND (hypothesis:green OR premise:blue OR premise:desk OR premise:yellow)),0.1153094470500946,-0.032470703125,-0.01007080078125,-0.0174560546875
1704,(premise:male OR (hypothesis:tall AND (NOT hypothesis:woman)) OR (premise:looking AND (NOT hypothesis:woman)) OR (premise:shirt AND (NOT hypothesis:woman))),0.11529412120580673,0.033935546875,0.026611328125,-0.01055908203125
